gene_callers_id	source	accession	function	e_value
g39422.t1	KeggGhostKoala	K00128	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
g39422.t2	KeggGhostKoala	K00128	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
g39991.t1	KeggGhostKoala	K00128	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
g40832.t1	KeggGhostKoala	K00128	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
g40901.t1	KeggGhostKoala	K00128	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
g40940.t1	KeggGhostKoala	K00128	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
g45498.t1	KeggGhostKoala	K00128	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
g45499.t1	KeggGhostKoala	K00128	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
g46921.t1	KeggGhostKoala	K00128	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
g46922.t1	KeggGhostKoala	K00128	 ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	0
g47222.t1	KeggGhostKoala	K00130	 betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]	0
g48050.t1	KeggGhostKoala	K00130	 betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]	0
g48051.t1	KeggGhostKoala	K00130	 betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]	0
g48052.t1	KeggGhostKoala	K00130	 betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]	0
g21204.t1	KeggGhostKoala	K00131	 gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	0
g21204.t2	KeggGhostKoala	K00131	 gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	0
g21474.t1	KeggGhostKoala	K00131	 gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	0
g25539.t1	KeggGhostKoala	K00133	 asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	0
g47186.t1	KeggGhostKoala	K00133	 asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	0
g49826.t1	KeggGhostKoala	K00133	 asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	0
g266.t1	KeggGhostKoala	K00134	 GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	0
g29446.t1	KeggGhostKoala	K00134	 GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	0
g45064.t1	KeggGhostKoala	K00134	 GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	0
g47257.t1	KeggGhostKoala	K00134	 GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	0
g2199.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g5956.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g7264.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g8319.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g8320.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g8320.t2	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g8320.t3	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g12662.t2	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g28477.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g40809.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g41915.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g42749.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g42749.t2	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g42749.t3	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g43460.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g45654.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g45654.t2	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g46802.t1	KeggGhostKoala	K00140	 mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	0
g42088.t1	KeggGhostKoala	K00142	 AASDH; acyl-CoA synthetase [EC:6.2.1.-]	0
g42088.t2	KeggGhostKoala	K00142	 AASDH; acyl-CoA synthetase [EC:6.2.1.-]	0
g7747.t1	KeggGhostKoala	K00145	 argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	0
g20650.t1	KeggGhostKoala	K00145	 argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	0
g36612.t1	KeggGhostKoala	K00145	 argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	0
g3471.t1	KeggGhostKoala	K00161	 PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	0
g29414.t1	KeggGhostKoala	K00161	 PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	0
g33963.t1	KeggGhostKoala	K00161	 PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	0
g40184.t1	KeggGhostKoala	K00161	 PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	0
g44923.t1	KeggGhostKoala	K00161	 PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	0
g44923.t2	KeggGhostKoala	K00161	 PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	0
g416.t1	KeggGhostKoala	K00162	 PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	0
g416.t2	KeggGhostKoala	K00162	 PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	0
g16196.t1	KeggGhostKoala	K00162	 PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	0
g16705.t1	KeggGhostKoala	K00162	 PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	0
g33358.t1	KeggGhostKoala	K00162	 PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	0
g33359.t1	KeggGhostKoala	K00162	 PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	0
g5752.t1	KeggGhostKoala	K00164	 OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	0
g5753.t1	KeggGhostKoala	K00164	 OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	0
g5755.t1	KeggGhostKoala	K00164	 OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	0
g49589.t1	KeggGhostKoala	K00164	 OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	0
g12238.t1	KeggGhostKoala	K00166	 BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	0
g20367.t1	KeggGhostKoala	K00166	 BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	0
g28763.t1	KeggGhostKoala	K00166	 BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	0
g28766.t1	KeggGhostKoala	K00166	 BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	0
g39076.t1	KeggGhostKoala	K00166	 BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	0
g42158.t1	KeggGhostKoala	K00166	 BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	0
g50767.t1	KeggGhostKoala	K00166	 BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	0
g33164.t1	KeggGhostKoala	K00167	 BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]	0
g40120.t1	KeggGhostKoala	K00167	 BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]	0
g9383.t1	KeggGhostKoala	K00207	 DPYD; dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]	0
g26052.t1	KeggGhostKoala	K00208	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	0
g32587.t1	KeggGhostKoala	K00208	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	0
g32587.t2	KeggGhostKoala	K00208	 fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	0
g13810.t1	KeggGhostKoala	K00213	 DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]	0
g28179.t1	KeggGhostKoala	K00213	 DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]	0
g26720.t1	KeggGhostKoala	K00215	 dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	0
g33897.t1	KeggGhostKoala	K00218	 por; protochlorophyllide reductase [EC:1.3.1.33]	0
g41259.t1	KeggGhostKoala	K00218	 por; protochlorophyllide reductase [EC:1.3.1.33]	0
g43187.t1	KeggGhostKoala	K00218	 por; protochlorophyllide reductase [EC:1.3.1.33]	0
g37320.t1	KeggGhostKoala	K00222	 TM7SF2, ERG24; Delta14-sterol reductase [EC:1.3.1.70]	0
g7221.t1	KeggGhostKoala	K00225	 GLDH; L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	0
g7221.t2	KeggGhostKoala	K00225	 GLDH; L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	0
g49600.t1	KeggGhostKoala	K00225	 GLDH; L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]	0
g24530.t1	KeggGhostKoala	K00227	 SC5DL, ERG3; Delta7-sterol 5-desaturase [EC:1.14.19.20]	0
g24530.t2	KeggGhostKoala	K00227	 SC5DL, ERG3; Delta7-sterol 5-desaturase [EC:1.14.19.20]	0
g33313.t1	KeggGhostKoala	K00228	 CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	0
g5840.t1	KeggGhostKoala	K00231	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	0
g18214.t1	KeggGhostKoala	K00231	 PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	0
g30154.t1	KeggGhostKoala	K00232	 E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]	0
g39276.t1	KeggGhostKoala	K00232	 E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]	0
g40307.t1	KeggGhostKoala	K00232	 E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]	0
g26201.t1	KeggGhostKoala	K00234	 SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	0
g27041.t1	KeggGhostKoala	K00235	 SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]	0
g28047.t1	KeggGhostKoala	K00235	 SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]	0
g44790.t1	KeggGhostKoala	K00235	 SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]	0
g20732.t1	KeggGhostKoala	K00249	 ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]	0
g21734.t1	KeggGhostKoala	K00249	 ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]	0
g10726.t1	KeggGhostKoala	K00253	 IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	0
g18957.t1	KeggGhostKoala	K00253	 IVD, ivd; isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	0
g24117.t1	KeggGhostKoala	K00254	 DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]	0
g24117.t2	KeggGhostKoala	K00254	 DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]	0
g47060.t1	KeggGhostKoala	K00254	 DHODH, pyrD; dihydroorotate dehydrogenase [EC:1.3.5.2]	0
g9870.t1	KeggGhostKoala	K00261	 GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	0
g21812.t1	KeggGhostKoala	K00261	 GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	0
g33929.t1	KeggGhostKoala	K00261	 GLUD1_2, gdhA; glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	0
g50438.t1	KeggGhostKoala	K00262	 E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	0
g3481.t1	KeggGhostKoala	K00264	 GLT1; glutamate synthase (NADH) [EC:1.4.1.14]	0
g47081.t1	KeggGhostKoala	K00275	 pdxH, PNPO; pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	0
g4219.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g4220.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g4221.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g4222.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g18853.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g18854.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g21613.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g24914.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g28724.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g30074.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g34455.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g35951.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g35953.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g39112.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g39113.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g39114.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g39295.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g39640.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g39641.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g40009.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g40155.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g43720.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g44026.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g47128.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g47128.t2	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g50014.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g50680.t1	KeggGhostKoala	K00276	 AOC3, AOC2, tynA; primary-amine oxidase [EC:1.4.3.21]	0
g610.t1	KeggGhostKoala	K00278	 nadB; L-aspartate oxidase [EC:1.4.3.16]	0
g50349.t1	KeggGhostKoala	K00278	 nadB; L-aspartate oxidase [EC:1.4.3.16]	0
g9112.t1	KeggGhostKoala	K00279	 CKX; cytokinin dehydrogenase [EC:1.5.99.12]	0
g16740.t1	KeggGhostKoala	K00279	 CKX; cytokinin dehydrogenase [EC:1.5.99.12]	0
g21325.t1	KeggGhostKoala	K00279	 CKX; cytokinin dehydrogenase [EC:1.5.99.12]	0
g22937.t1	KeggGhostKoala	K00279	 CKX; cytokinin dehydrogenase [EC:1.5.99.12]	0
g28771.t1	KeggGhostKoala	K00279	 CKX; cytokinin dehydrogenase [EC:1.5.99.12]	0
g36918.t1	KeggGhostKoala	K00279	 CKX; cytokinin dehydrogenase [EC:1.5.99.12]	0
g46367.t1	KeggGhostKoala	K00279	 CKX; cytokinin dehydrogenase [EC:1.5.99.12]	0
g4409.t1	KeggGhostKoala	K00281	 GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	0
g4409.t2	KeggGhostKoala	K00281	 GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	0
g4410.t1	KeggGhostKoala	K00281	 GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	0
g4410.t2	KeggGhostKoala	K00281	 GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	0
g32109.t1	KeggGhostKoala	K00281	 GLDC, gcvP; glycine dehydrogenase [EC:1.4.4.2]	0
g5747.t1	KeggGhostKoala	K00284	 GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]	0
g24055.t1	KeggGhostKoala	K00284	 GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]	0
g33380.t1	KeggGhostKoala	K00284	 GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]	0
g33382.t1	KeggGhostKoala	K00284	 GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]	0
g35598.t1	KeggGhostKoala	K00284	 GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]	0
g40655.t1	KeggGhostKoala	K00284	 GLU, gltS; glutamate synthase (ferredoxin) [EC:1.4.7.1]	0
g1981.t1	KeggGhostKoala	K00286	 proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	0
g36456.t1	KeggGhostKoala	K00286	 proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2]	0
g35664.t1	KeggGhostKoala	K00294	 E1.2.1.88; 1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	0
g1448.t1	KeggGhostKoala	K00297	 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	0
g23135.t1	KeggGhostKoala	K00297	 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	0
g28213.t2	KeggGhostKoala	K00297	 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	0
g36761.t1	KeggGhostKoala	K00297	 metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	0
g1099.t1	KeggGhostKoala	K00306	 PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	0
g1100.t1	KeggGhostKoala	K00306	 PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	0
g50183.t1	KeggGhostKoala	K00306	 PIPOX; sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	0
g21671.t1	KeggGhostKoala	K00311	 ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	0
g21671.t2	KeggGhostKoala	K00311	 ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	0
g39683.t1	KeggGhostKoala	K00311	 ETFDH; electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	0
g25652.t1	KeggGhostKoala	K00318	 PRODH; proline dehydrogenase [EC:1.5.-.-]	0
g44971.t1	KeggGhostKoala	K00318	 PRODH; proline dehydrogenase [EC:1.5.-.-]	0
g49188.t1	KeggGhostKoala	K00318	 PRODH; proline dehydrogenase [EC:1.5.-.-]	0
g49191.t1	KeggGhostKoala	K00318	 PRODH; proline dehydrogenase [EC:1.5.-.-]	0
g18480.t1	KeggGhostKoala	K00326	 E1.6.2.2; cytochrome-b5 reductase [EC:1.6.2.2]	0
g20889.t1	KeggGhostKoala	K00326	 E1.6.2.2; cytochrome-b5 reductase [EC:1.6.2.2]	0
g23509.t1	KeggGhostKoala	K00326	 E1.6.2.2; cytochrome-b5 reductase [EC:1.6.2.2]	0
g28283.t1	KeggGhostKoala	K00326	 E1.6.2.2; cytochrome-b5 reductase [EC:1.6.2.2]	0
g28284.t1	KeggGhostKoala	K00326	 E1.6.2.2; cytochrome-b5 reductase [EC:1.6.2.2]	0
g30161.t1	KeggGhostKoala	K00326	 E1.6.2.2; cytochrome-b5 reductase [EC:1.6.2.2]	0
g33052.t1	KeggGhostKoala	K00326	 E1.6.2.2; cytochrome-b5 reductase [EC:1.6.2.2]	0
g36648.t1	KeggGhostKoala	K00326	 E1.6.2.2; cytochrome-b5 reductase [EC:1.6.2.2]	0
g15470.t1	KeggGhostKoala	K00327	 POR; NADPH-ferrihemoprotein reductase [EC:1.6.2.4]	0
g20857.t1	KeggGhostKoala	K00327	 POR; NADPH-ferrihemoprotein reductase [EC:1.6.2.4]	0
g13246.t1	KeggGhostKoala	K00344	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]	0
g13249.t1	KeggGhostKoala	K00344	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]	0
g13251.t1	KeggGhostKoala	K00344	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]	0
g13251.t2	KeggGhostKoala	K00344	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]	0
g15922.t1	KeggGhostKoala	K00344	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]	0
g31940.t1	KeggGhostKoala	K00344	 qor, CRYZ; NADPH2:quinone reductase [EC:1.6.5.5]	0
g4625.t1	KeggGhostKoala	K00365	 uaZ; urate oxidase [EC:1.7.3.3]	0
g29657.t1	KeggGhostKoala	K00366	 nirA; ferredoxin-nitrite reductase [EC:1.7.7.1]	0
g9085.t1	KeggGhostKoala	K00382	 DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	0
g12794.t1	KeggGhostKoala	K00382	 DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	0
g21365.t1	KeggGhostKoala	K00382	 DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]	0
g3285.t1	KeggGhostKoala	K00383	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]	0
g22311.t1	KeggGhostKoala	K00383	 GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]	0
g1508.t1	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g1509.t1	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g5621.t1	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g5807.t1	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g8950.t1	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g8954.t1	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g8955.t1	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g27836.t1	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g27836.t2	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g29008.t1	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g31553.t1	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g33879.t2	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
g35960.t1	KeggGhostKoala	K00384	 trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	0
